Rk,Year,Tm,Lg,W,L,Finish,Playoffs,Stadium,Attendance,Attend/G,Rank,Est. Payroll,PPF,BPF
73,1942,Washington Senators,AL,62,89,7,,Griffith Stadium,403493,5240,7th of 8,,100,99
74,1941,Washington Senators,AL,70,84,6,,Griffith Stadium,415663,5329,7th of 8,,97,95
75,1940,Washington Senators,AL,64,90,7,,Griffith Stadium,381241,4951,7th of 8,,95,93
76,1939,Washington Senators,AL,65,87,6,,Griffith Stadium,339257,4406,7th of 8,,93,92
77,1938,Washington Senators,AL,75,76,5,,Griffith Stadium,522694,6701,5th of 8,,94,92
78,1937,Washington Senators,AL,73,80,6,,Griffith Stadium,397799,4972,7th of 8,,96,96
79,1936,Washington Senators,AL,82,71,3,,Griffith Stadium,379525,4929,6th of 8,,94,94
80,1935,Washington Senators,AL,67,86,6,,Griffith Stadium,255011,3312,6th of 8,,97,97
81,1934,Washington Senators,AL,66,86,7,,Griffith Stadium,330074,4343,5th of 8,,96,96
82,1933,Washington Senators,AL,99,53,1,Lost WS (4-1),Griffith Stadium,437533,5757,2nd of 8,,97,98
83,1932,Washington Senators,AL,93,61,3,,Griffith Stadium,371396,4823,5th of 8,,96,98
84,1931,Washington Senators,AL,92,62,3,,Griffith Stadium,492657,6236,3rd of 8,,98,101
85,1930,Washington Senators,AL,94,60,2,,Griffith Stadium,614474,7980,4th of 8,,99,101
86,1929,Washington Senators,AL,71,81,5,,Griffith Stadium,355506,4558,7th of 8,,100,101
87,1928,Washington Senators,AL,75,79,4,,Griffith Stadium,378501,4731,6th of 8,,99,99
88,1927,Washington Senators,AL,85,69,3,,Griffith Stadium,528976,6696,5th of 8,,98,98
89,1926,Washington Senators,AL,81,69,4,,Griffith Stadium,551580,7454,6th of 8,,96,98
90,1925,Washington Senators,AL,96,55,1,Lost WS (4-3),Griffith Stadium,817199,10753,3rd of 8,,96,98
91,1924,Washington Senators,AL,92,62,1,Won WS (4-3),Griffith Stadium,584310,7396,4th of 8,,96,98
92,1923,Washington Senators,AL,75,78,4,,Griffith Stadium,357406,4524,7th of 8,,95,95
93,1922,Washington Senators,AL,69,85,6,,Griffith Stadium,458552,5804,6th of 8,,96,96
94,1921,Washington Senators,AL,80,73,4,,Griffith Stadium,456069,6001,5th of 8,,96,95
95,1920,Washington Senators,AL,68,84,6,,Griffith Stadium,359260,4727,7th of 8,,98,97
96,1919,Washington Senators,AL,56,84,7,,Griffith Stadium,234096,3251,7th of 8,,99,99
97,1918,Washington Senators,AL,72,56,3,,Griffith Stadium,182122,2461,6th of 8,,98,98
98,1917,Washington Senators,AL,74,79,5,,Griffith Stadium,89682,1121,8th of 8,,99,99
99,1916,Washington Senators,AL,76,77,7,,Griffith Stadium,177265,2188,8th of 8,,99,99
100,1915,Washington Senators,AL,85,68,4,,Griffith Stadium,167332,2092,5th of 8,,101,102
101,1914,Washington Senators,AL,81,73,3,,Griffith Stadium,243888,3167,6th of 8,,103,104
102,1913,Washington Senators,AL,90,64,2,,Griffith Stadium,325831,4177,7th of 8,,101,102
103,1912,Washington Senators,AL,91,61,2,,Griffith Stadium,350663,4496,5th of 8,,100,101
104,1911,Washington Senators,AL,64,90,7,,Griffith Stadium,244884,3180,7th of 8,,98,98
105,1910,Washington Senators,AL,66,85,7,,American League Park II,254591,3306,7th of 8,,99,95
106,1909,Washington Senators,AL,42,110,8,,American League Park II,205199,2665,8th of 8,,99,96
107,1908,Washington Senators,AL,67,85,7,,American League Park II,264252,3388,8th of 8,,95,91
108,1907,Washington Senators,AL,49,102,8,,American League Park II,221929,2959,8th of 8,,95,92
109,1906,Washington Senators,AL,55,95,7,,American League Park II,129903,1732,8th of 8,,98,95
110,1905,Washington Senators,AL,64,87,7,,American League Park II,252027,3273,7th of 8,,99,96
111,1904,Washington Senators,AL,38,113,8,,American League Park II,131744,1689,8th of 8,,103,98
112,1903,Washington Senators,AL,43,94,8,,American League Park I,128878,1815,8th of 8,,105,101
113,1902,Washington Senators,AL,61,75,6,,American League Park I,188158,2767,7th of 8,,103,100
114,1901,Washington Senators,AL,61,72,6,,American League Park I,161661,2377,5th of 8,,100,99

1,2014,Houston Astros,AL West,70,92,4,,Minute Maid Park,1751829,21628,12th of 15,$43736800,102,101
2,2013,Houston Astros,AL West,51,111,5,,Minute Maid Park,1651883,20394,13th of 15,$14672300,101,99
3,2012,Houston Astros,NL Central,55,107,6,,Minute Maid Park,1607733,19849,16th of 16,$37651000,102,100
4,2011,Houston Astros,NL Central,56,106,6,,Minute Maid Park,2067016,25519,13th of 16,$71110500,99,98
5,2010,Houston Astros,NL Central,76,86,4,,Minute Maid Park,2331490,28784,10th of 16,$93216000,98,97
6,2009,Houston Astros,NL Central,74,88,5,,Minute Maid Park,2521076,31124,9th of 16,$105804414,98,98
7,2008,Houston Astros,NL Central,86,75,3,,Minute Maid Park &  Miller Park,2779487,34744,8th of 16,$87946807,98,97
8,2007,Houston Astros,NL Central,73,89,4,,Minute Maid Park,3020405,37289,7th of 16,$87759000,100,100
9,2006,Houston Astros,NL Central,82,80,2,,Minute Maid Park,3022763,37318,6th of 16,$100894435,99,100
10,2005,Houston Astros,NL Central,89,73,2,Lost WS (4-0),Minute Maid Park,2804760,34627,7th of 16,$76779000,100,101
11,2004,Houston Astros,NL Central,92,70,2,Lost NLCS (4-3),Minute Maid Park,3087872,38122,5th of 16,$75397000,100,101
12,2003,Houston Astros,NL Central,87,75,2,,Minute Maid Park,2454241,30299,6th of 16,$71040000,102,103
13,2002,Houston Astros,NL Central,84,78,2,,Minute Maid Park,2517357,31078,9th of 16,$63448417,105,106
14,2001,Houston Astros,NL Central,93,69,1,Lost LDS (3-0),Enron Field,2904277,35855,5th of 16,$60612667,106,106
15,2000,Houston Astros,NL Central,72,90,4,,Enron Field,3056139,37730,5th of 16,$51289111,107,107
16,1999,Houston Astros,NL Central,97,65,1,Lost LDS (3-1),Astrodome,2706017,33000,8th of 16,$55114000,98,99
17,1998,Houston Astros,NL Central,102,60,1,Lost LDS (3-1),Astrodome,2458451,30351,8th of 16,$42374000,97,98
18,1997,Houston Astros,NL Central,84,78,1,Lost LDS (3-0),Astrodome,2046781,25269,8th of 14,$34777500,95,96
19,1996,Houston Astros,NL Central,82,80,2,,Astrodome,1975888,24394,7th of 14,$28487000,91,92
20,1995,Houston Astros,NL Central,76,68,2,,Astrodome,1363801,18942,9th of 14,$34169834,92,92
21,1994,Houston Astros,NL Central,66,49,2,,Astrodome,1561136,26460,10th of 14,$33126000,94,95
22,1993,Houston Astros,NL West,85,77,3,,Astrodome,2084618,25736,10th of 14,$30210500,95,95
23,1992,Houston Astros,NL West,81,81,4,,Astrodome,1211412,14956,12th of 12,$15407500,96,95
24,1991,Houston Astros,NL West,65,97,6,,Astrodome,1196152,14767,11th of 12,$12852500,94,93
25,1990,Houston Astros,NL West,75,87,4,,Astrodome,1310927,16184,11th of 12,$18752500,98,97
26,1989,Houston Astros,NL West,86,76,3,,Astrodome,1834908,22377,9th of 12,$15579500,97,97
27,1988,Houston Astros,NL West,82,80,5,,Astrodome,1933505,23870,7th of 12,$12641167,96,96
28,1987,Houston Astros,NL West,76,86,3,,Astrodome,1909902,23579,8th of 12,$12758371,96,96
29,1986,Houston Astros,NL West,96,66,1,Lost NLCS (4-2),Astrodome,1734276,21411,7th of 12,$9873276,96,97
30,1985,Houston Astros,NL West,83,79,3,,Astrodome,1184314,14621,10th of 12,$9993051,96,97
31,1984,Houston Astros,NL West,80,82,2,,Astrodome,1229862,15183,10th of 12,,92,92
32,1983,Houston Astros,NL West,85,77,3,,Astrodome,1351962,16487,8th of 12,,93,93
33,1982,Houston Astros,NL West,77,85,5,,Astrodome,1558555,19241,7th of 12,,92,92
34,1981,Houston Astros,NL West,61,49,3,Lost LDS (3-2),Astrodome,1321282,25907,4th of 12,,94,95
35,1980,Houston Astros,NL West,93,70,1,Lost NLCS (3-2),Astrodome,2278217,28126,3rd of 12,,91,92
36,1979,Houston Astros,NL West,89,73,2,,Astrodome,1900312,23461,5th of 12,,94,94
37,1978,Houston Astros,NL West,74,88,5,,Astrodome,1126145,13903,9th of 12,,92,92
38,1977,Houston Astros,NL West,81,81,3,,Astrodome,1109560,13698,9th of 12,,91,91
39,1976,Houston Astros,NL West,80,82,3,,Astrodome,886146,10807,9th of 12,,91,91
40,1975,Houston Astros,NL West,64,97,6,,Astrodome,858002,10593,10th of 12,,93,92
41,1974,Houston Astros,NL West,81,81,4,,Astrodome,1090728,13466,7th of 12,,95,95
42,1973,Houston Astros,NL West,82,80,4,,Astrodome,1394004,17210,6th of 12,,98,99
43,1972,Houston Astros,NL West,84,69,3,,Astrodome,1469247,19081,4th of 12,,97,98
44,1971,Houston Astros,NL West,79,83,4,,Astrodome,1261589,15575,9th of 12,,97,97
45,1970,Houston Astros,NL West,79,83,4,,Astrodome,1253444,15475,8th of 12,,96,96
46,1969,Houston Astros,NL West,81,81,5,,Astrodome,1442995,17815,6th of 12,,98,98
47,1968,Houston Astros,NL,72,90,10,,Astrodome,1312887,16208,4th of 10,,99,97
48,1967,Houston Astros,NL,69,93,9,,Astrodome,1348303,16646,5th of 10,,97,96
49,1966,Houston Astros,NL,72,90,8,,Astrodome,1872108,23112,3rd of 10,,95,93
50,1965,Houston Astros,NL,65,97,9,,Astrodome,2151470,26561,2nd of 10,,94,92
51,1964,Houston Colt .45's,NL,66,96,9,,Colt Stadium,725773,8960,10th of 10,,97,94
52,1963,Houston Colt .45's,NL,66,96,9,,Colt Stadium,719502,8883,10th of 10,,96,94
53,1962,Houston Colt .45's,NL,64,96,8,,Colt Stadium,924456,11274,7th of 10,,95,93

1,2014,Los Angeles Angels of Anaheim,AL West,98,64,1,,Angel Stadium of Anaheim,3095935,38221,2nd of 15,$123492000,95,96
2,2013,Los Angeles Angels of Anaheim,AL West,78,84,3,,Angel Stadium of Anaheim,3019505,37278,4th of 15,$116032500,94,94
3,2012,Los Angeles Angels of Anaheim,AL West,89,73,3,,Angel Stadium of Anaheim,3061770,37800,3rd of 14,$140581000,93,94
4,2011,Los Angeles Angels of Anaheim,AL West,86,76,2,,Angel Stadium of Anaheim,3166321,39090,3rd of 14,$138543166,92,92
5,2010,Los Angeles Angels of Anaheim,AL West,80,82,3,,Angel Stadium of Anaheim,3250814,40134,2nd of 14,$104963866,96,96
6,2009,Los Angeles Angels of Anaheim,AL West,97,65,1,Lost ALCS (4-2),Angel Stadium of Anaheim,3240386,40005,2nd of 14,$118169000,98,99
7,2008,Los Angeles Angels of Anaheim,AL West,100,62,1,Lost LDS (3-1),Angel Stadium of Anaheim,3336747,41194,2nd of 14,$119216333,102,102
8,2007,Los Angeles Angels of Anaheim,AL West,94,68,1,Lost LDS (3-0),Angel Stadium of Anaheim,3365632,41551,2nd of 14,$109251333,100,101
9,2006,Los Angeles Angels of Anaheim,AL West,89,73,2,,Angel Stadium of Anaheim,3406790,42059,2nd of 14,$103472000,99,100
10,2005,Los Angeles Angels of Anaheim,AL West,95,67,1,Lost ALCS (4-1),Angel Stadium of Anaheim,3404686,42033,2nd of 14,$94867822,97,98
11,2004,Anaheim Angels,AL West,92,70,1,Lost LDS (3-0),Angel Stadium of Anaheim,3375677,41675,2nd of 14,$100534667,96,97
12,2003,Anaheim Angels,AL West,77,85,3,,Edison Field,3061094,37330,3rd of 14,$79031667,97,98
13,2002,Anaheim Angels,AL West,99,63,2,Won WS (4-3),Edison Field,2305547,28464,7th of 14,$61721667,99,100
14,2001,Anaheim Angels,AL West,75,87,3,,Edison Field,2000919,24703,8th of 14,$47735167,100,101
15,2000,Anaheim Angels,AL West,82,80,3,,Edison Field,2066982,25518,8th of 14,$52664167,102,102
16,1999,Anaheim Angels,AL West,70,92,4,,Edison Field,2253123,27816,7th of 14,$55633166,99,99
17,1998,Anaheim Angels,AL West,85,77,2,,Edison Field,2519280,31102,6th of 14,$41791000,102,102
18,1997,Anaheim Angels,AL West,84,78,2,,Anaheim Stadium,1767330,21553,9th of 14,$31135472,102,102
19,1996,California Angels,AL West,70,91,4,,Anaheim Stadium,1820521,22476,8th of 14,$28847000,98,98
20,1995,California Angels,AL West,78,67,2,,Anaheim Stadium,1748680,24287,6th of 14,$31223171,99,99
21,1994,California Angels,AL West,47,68,4,,Anaheim Stadium,1512622,24010,8th of 14,$25156218,101,100
22,1993,California Angels,AL West,71,91,5,,Anaheim Stadium,2057460,25401,8th of 14,$28588334,103,102
23,1992,California Angels,AL West,72,90,5,,Anaheim Stadium,2065444,25499,8th of 14,$34749334,100,100
24,1991,California Angels,AL West,81,81,7,,Anaheim Stadium,2416236,29830,6th of 14,$33060001,100,99
25,1990,California Angels,AL West,80,82,4,,Anaheim Stadium,2555688,31552,3rd of 14,$22417500,97,97
26,1989,California Angels,AL West,91,71,3,,Anaheim Stadium,2647291,32683,3rd of 14,$15097833,98,98
27,1988,California Angels,AL West,75,87,4,,Anaheim Stadium,2340925,28900,6th of 14,$12249888,97,97
28,1987,California Angels,AL West,75,87,6,,Anaheim Stadium,2696299,33288,2nd of 14,$13855999,97,97
29,1986,California Angels,AL West,92,70,1,Lost ALCS (4-3),Anaheim Stadium,2655872,32389,1st of 14,$14427258,98,99
30,1985,California Angels,AL West,90,72,2,,Anaheim Stadium,2567427,32499,1st of 14,$14427894,100,100
31,1984,California Angels,AL West,81,81,2,,Anaheim Stadium,2402997,29667,2nd of 14,,100,99
32,1983,California Angels,AL West,70,92,5,,Anaheim Stadium,2555016,31543,1st of 14,,99,99
33,1982,California Angels,AL West,93,69,1,Lost ALCS (3-2),Anaheim Stadium,2807360,34659,1st of 14,,99,100
34,1981,California Angels,AL West,51,59,5,,Anaheim Stadium,1441545,26695,2nd of 14,,99,99
35,1980,California Angels,AL West,65,95,6,,Anaheim Stadium,2297327,28362,2nd of 14,,97,97
36,1979,California Angels,AL West,88,74,1,Lost ALCS (3-1),Anaheim Stadium,2523575,31155,2nd of 14,,96,96
37,1978,California Angels,AL West,87,75,2,,Anaheim Stadium,1755386,21671,4th of 14,,96,96
38,1977,California Angels,AL West,74,88,5,,Anaheim Stadium,1432633,17687,6th of 14,,96,96
39,1976,California Angels,AL West,76,86,4,,Anaheim Stadium,1006774,12429,8th of 12,,94,93
40,1975,California Angels,AL West,72,89,6,,Anaheim Stadium,1058163,13064,8th of 12,,93,92
41,1974,California Angels,AL West,68,94,6,,Anaheim Stadium,917269,11324,10th of 12,,94,94
42,1973,California Angels,AL West,79,83,4,,Anaheim Stadium,1058206,13064,7th of 12,,92,91
43,1972,California Angels,AL West,75,80,5,,Anaheim Stadium,744190,9302,8th of 12,,95,94
44,1971,California Angels,AL West,76,86,4,,Anaheim Stadium,926373,11437,6th of 12,,93,92
45,1970,California Angels,AL West,86,76,3,,Anaheim Stadium,1077741,13305,5th of 12,,97,96
46,1969,California Angels,AL West,71,91,3,,Anaheim Stadium,758388,9363,9th of 12,,95,94
47,1968,California Angels,AL,67,95,8,,Anaheim Stadium,1025956,12666,5th of 10,,97,95
48,1967,California Angels,AL,84,77,5,,Anaheim Stadium,1317713,15876,4th of 10,,96,95
49,1966,California Angels,AL,80,82,6,,Anaheim Stadium,1400321,17288,1st of 10,,97,97
50,1965,California Angels,AL,75,87,7,,Dodger Stadium,566727,7084,8th of 10,,97,97
51,1964,Los Angeles Angels,AL,82,80,5,,Dodger Stadium,760439,9388,7th of 10,,91,90
52,1963,Los Angeles Angels,AL,70,91,9,,Dodger Stadium,821015,10136,5th of 10,,94,94
53,1962,Los Angeles Angels,AL,86,76,3,,Dodger Stadium,1144063,14124,4th of 10,,97,97
54,1961,Los Angeles Angels,AL,70,91,8,,Wrigley Field,603510,7360,9th of 10,,111,110

1,2014,Oakland Athletics,AL West,88,74,2,,O.co Coliseum,2003628,24736,10th of 15,$74895900,97,99
2,2013,Oakland Athletics,AL West,96,66,1,Lost LDS (3-2),O.co Coliseum,1809302,22337,9th of 15,$69440000,97,98
3,2012,Oakland Athletics,AL West,94,68,1,Lost LDS (3-2),O.co Coliseum,1679013,20729,12th of 14,$61202500,95,95
4,2011,Oakland Athletics,AL West,74,88,3,,O.co Coliseum,1476791,18232,14th of 14,$67094000,98,98
5,2010,Oakland Athletics,AL West,81,81,2,,Oakland-Alameda County Coliseum,1418391,17511,13th of 14,$57904900,99,99
6,2009,Oakland Athletics,AL West,75,87,4,,Oakland-Alameda County Coliseum,1408783,17392,14th of 14,$65945000,98,98
7,2008,Oakland Athletics,AL West,75,86,3,,McAfee Coliseum &  Tokyo Dome,1665256,20559,13th of 14,$47967126,94,94
8,2007,Oakland Athletics,AL West,76,86,3,,McAfee Coliseum,1921844,23726,12th of 14,$79366940,94,94
9,2006,Oakland Athletics,AL West,93,69,1,Lost ALCS (4-0),McAfee Coliseum,1976625,24403,12th of 14,$64843079,97,97
10,2005,Oakland Athletics,AL West,88,74,2,,McAfee Coliseum,2109118,26038,8th of 14,$55425762,100,100
11,2004,Oakland Athletics,AL West,91,71,2,,Network Associates Coliseum,2201516,27179,7th of 14,$59425667,98,99
12,2003,Oakland Athletics,AL West,96,66,1,Lost LDS (3-2),Network Associates Coliseum,2216596,27365,6th of 14,$50260834,98,99
13,2002,Oakland Athletics,AL West,103,59,1,Lost LDS (3-2),Network Associates Coliseum,2169811,26788,8th of 14,$40004167,97,98
14,2001,Oakland Athletics,AL West,102,60,2,Lost LDS (3-2),Network Associates Coliseum,2133277,26337,7th of 14,$33810750,97,98
15,2000,Oakland Athletics,AL West,91,70,1,Lost LDS (3-2),Network Associates Coliseum,1603744,19799,11th of 14,$33172333,95,96
16,1999,Oakland Athletics,AL West,87,75,2,,Network Associates Coliseum,1434610,17711,12th of 14,$24831833,94,94
17,1998,Oakland Athletics,AL West,74,88,4,,Network Associates Coliseum,1232343,15214,13th of 14,$21473000,97,96
18,1997,Oakland Athletics,AL West,65,97,4,,Oakland-Alameda County Coliseum,1264218,15608,14th of 14,$24018500,97,96
19,1996,Oakland Athletics,AL West,78,84,3,,Oakland-Alameda County Coliseum &  Cashman Field,1148380,14178,14th of 14,$21243000,102,101
20,1995,Oakland Athletics,AL West,67,77,4,,Oakland-Alameda County Coliseum,1174310,16310,12th of 14,$37739225,91,91
21,1994,Oakland Athletics,AL West,51,63,2,,Oakland-Alameda County Coliseum,1242692,22191,12th of 14,$34172500,92,91
22,1993,Oakland Athletics,AL West,68,94,7,,Oakland-Alameda County Coliseum,2035025,25124,11th of 14,$37812333,94,94
23,1992,Oakland Athletics,AL West,96,66,1,Lost ALCS (4-2),Oakland-Alameda County Coliseum,2494160,30792,4th of 14,$41035000,94,94
24,1991,Oakland Athletics,AL West,84,78,4,,Oakland-Alameda County Coliseum,2713493,33500,3rd of 14,$36999167,93,94
25,1990,Oakland Athletics,AL West,103,59,1,Lost WS (4-0),Oakland-Alameda County Coliseum,2900217,35805,2nd of 14,$20087501,94,95
26,1989,Oakland Athletics,AL West,99,63,1,Won WS (4-0),Oakland-Alameda County Coliseum,2667225,32929,2nd of 14,$16314265,95,97
27,1988,Oakland Athletics,AL West,104,58,1,Lost WS (4-1),Oakland-Alameda County Coliseum,2287335,28239,7th of 14,$10653833,96,97
28,1987,Oakland Athletics,AL West,81,81,3,,Oakland-Alameda County Coliseum,1678921,20727,11th of 14,$12730839,93,93
29,1986,Oakland Athletics,AL West,76,86,3,,Oakland-Alameda County Coliseum,1314646,15839,11th of 14,$9779421,92,92
30,1985,Oakland Athletics,AL West,77,85,4,,Oakland-Alameda County Coliseum,1334599,16894,11th of 14,$9058606,92,92
31,1984,Oakland Athletics,AL West,77,85,4,,Oakland-Alameda County Coliseum,1353281,16707,11th of 14,,93,92
32,1983,Oakland Athletics,AL West,74,88,4,,Oakland-Alameda County Coliseum,1294941,15987,11th of 14,,94,93
33,1982,Oakland Athletics,AL West,68,94,5,,Oakland-Alameda County Coliseum,1735489,21426,6th of 14,,94,94
34,1981,Oakland Athletics,AL West,64,45,1,Lost ALCS (3-0),Oakland-Alameda County Coliseum,1304052,23287,4th of 14,,94,94
35,1980,Oakland Athletics,AL West,83,79,2,,Oakland-Alameda County Coliseum,842259,10398,12th of 14,,93,92
36,1979,Oakland Athletics,AL West,54,108,7,,Oakland-Alameda County Coliseum,306763,3787,14th of 14,,96,94
37,1978,Oakland Athletics,AL West,69,93,6,,Oakland-Alameda County Coliseum,526999,6587,14th of 14,,96,94
38,1977,Oakland Athletics,AL West,63,98,7,,Oakland-Alameda County Coliseum,495599,6119,14th of 14,,98,97
39,1976,Oakland Athletics,AL West,87,74,2,,Oakland-Alameda County Coliseum,780593,9637,11th of 12,,95,95
40,1975,Oakland Athletics,AL West,98,64,1,Lost ALCS (3-0),Oakland-Alameda County Coliseum,1075518,13278,7th of 12,,96,98
41,1974,Oakland Athletics,AL West,90,72,1,Won WS (4-1),Oakland-Alameda County Coliseum,845693,10441,11th of 12,,92,94
42,1973,Oakland Athletics,AL West,94,68,1,Won WS (4-3),Oakland-Alameda County Coliseum,1000763,12355,8th of 12,,93,95
43,1972,Oakland Athletics,AL West,93,62,1,Won WS (4-3),Oakland-Alameda County Coliseum,921323,11965,5th of 12,,93,95
44,1971,Oakland Athletics,AL West,101,60,1,Lost ALCS (3-0),Oakland-Alameda County Coliseum,914993,11296,7th of 12,,96,98
45,1970,Oakland Athletics,AL West,89,73,2,,Oakland-Alameda County Coliseum,778355,9609,9th of 12,,95,97
46,1969,Oakland Athletics,AL West,88,74,2,,Oakland-Alameda County Coliseum,778232,9608,8th of 12,,94,95
47,1968,Oakland Athletics,AL,82,80,6,,Oakland-Alameda County Coliseum,837466,10090,8th of 10,,93,94
48,1967,Kansas City Athletics,AL,62,99,10,,Municipal Stadium,726639,8971,9th of 10,,99,98
49,1966,Kansas City Athletics,AL,74,86,7,,Municipal Stadium,773929,9555,9th of 10,,99,97
50,1965,Kansas City Athletics,AL,59,103,10,,Municipal Stadium,528344,6523,10th of 10,,101,99
51,1964,Kansas City Athletics,AL,57,105,10,,Municipal Stadium,642478,7932,9th of 10,,106,104
52,1963,Kansas City Athletics,AL,73,89,8,,Municipal Stadium,762364,9412,8th of 10,,108,106
53,1962,Kansas City Athletics,AL,72,90,9,,Municipal Stadium,635675,7848,10th of 10,,106,104
54,1961,Kansas City Athletics,AL,61,100,9,,Municipal Stadium,683817,8548,8th of 10,,103,100
55,1960,Kansas City Athletics,AL,58,96,8,,Municipal Stadium,774944,9935,7th of 8,,103,101
56,1959,Kansas City Athletics,AL,66,88,7,,Municipal Stadium,963683,12515,6th of 8,,104,102
57,1958,Kansas City Athletics,AL,73,81,7,,Municipal Stadium,925090,11860,4th of 8,,104,102
58,1957,Kansas City Athletics,AL,59,94,7,,Municipal Stadium,901067,11702,6th of 8,,104,101
59,1956,Kansas City Athletics,AL,52,102,8,,Municipal Stadium,1015154,13184,4th of 8,,104,100
60,1955,Kansas City Athletics,AL,63,91,6,,Municipal Stadium,1393054,18330,2nd of 8,,105,100
61,1954,Philadelphia Athletics,AL,51,103,8,,Connie Mack Stadium,304666,3957,8th of 8,,105,101
62,1953,Philadelphia Athletics,AL,59,95,7,,Connie Mack Stadium,362113,4642,7th of 8,,107,103
63,1952,Philadelphia Athletics,AL,79,75,4,,Shibe Park,627100,8040,7th of 8,,107,106
64,1951,Philadelphia Athletics,AL,70,84,6,,Shibe Park,465469,5892,7th of 8,,103,101
65,1950,Philadelphia Athletics,AL,52,102,8,,Shibe Park,309805,4023,7th of 8,,99,98
66,1949,Philadelphia Athletics,AL,81,73,5,,Shibe Park,816514,10604,6th of 8,,98,97
67,1948,Philadelphia Athletics,AL,84,70,4,,Shibe Park,945076,12274,5th of 8,,101,101
68,1947,Philadelphia Athletics,AL,78,76,5,,Shibe Park,911566,11687,5th of 8,,103,101
